rank,run_id,stage,selection_score,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std,num_trials,overrides
1,graph__k24__C36__L3,graph_core,1.001932389750849,0.7389064607620787,0.0014157023153107485,0.26302592898877036,0.002608122488188896,3,"{""beta"": 0.005, ""knn_k"": 24, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 36, ""num_hops"": 3, ""tau_s"": 0.05}"
2,graph__k20__C36__L3,graph_core,1.0019113540265274,0.7389152561317908,0.0015411683077448967,0.2629960978947366,0.0025859264655064052,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 36, ""num_hops"": 3, ""tau_s"": 0.05}"
3,graph__k16__C36__L3,graph_core,1.0018800610701246,0.7388700166372911,0.0013898248304084083,0.26301004443283355,0.0026105473206423395,3,"{""beta"": 0.005, ""knn_k"": 16, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 36, ""num_hops"": 3, ""tau_s"": 0.05}"
4,graph__k20__C20__L3,graph_core,1.001843378094902,0.7390575783324759,0.00137896839406856,0.2627857997624261,0.0029287414657843468,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 20, ""num_hops"": 3, ""tau_s"": 0.05}"
5,graph__k24__C28__L3,graph_core,1.001741853425368,0.7388233572945957,0.0014616389057589391,0.2629184961307722,0.0027360968761505266,3,"{""beta"": 0.005, ""knn_k"": 24, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 3, ""tau_s"": 0.05}"
6,graph__k16__C20__L3,graph_core,1.001680915236902,0.738856379227815,0.001392427241617073,0.262824536009087,0.0028747416053764878,3,"{""beta"": 0.005, ""knn_k"": 16, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 20, ""num_hops"": 3, ""tau_s"": 0.05}"
7,graph__k16__C28__L3,graph_core,1.0016362550758107,0.738723926871407,0.0013892463051555792,0.26291232820440363,0.002599578106594441,3,"{""beta"": 0.005, ""knn_k"": 16, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 3, ""tau_s"": 0.05}"
8,graph__k20__C28__L3,graph_core,1.001611564794477,0.7387611826917687,0.0015263715410417345,0.2628503821027084,0.002600972354258909,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 3, ""tau_s"": 0.05}"
9,graph__k24__C20__L3,graph_core,1.0013272296304923,0.7386074988825667,0.0014681570531639495,0.26271973074792543,0.002908115068863596,3,"{""beta"": 0.005, ""knn_k"": 24, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 20, ""num_hops"": 3, ""tau_s"": 0.05}"
10,graph__k24__C36__L2,graph_core,0.9957134582203917,0.7363756487247985,0.0016966616761401473,0.25933780949559315,0.0028156782975165195,3,"{""beta"": 0.005, ""knn_k"": 24, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 36, ""num_hops"": 2, ""tau_s"": 0.05}"
11,graph__k20__C36__L2,graph_core,0.9956686138055482,0.7364123773512539,0.0017201827826451158,0.25925623645429435,0.002904184405898439,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 36, ""num_hops"": 2, ""tau_s"": 0.05}"
12,graph__k24__C28__L2,graph_core,0.9956666652457054,0.7364855479842242,0.001689186485486759,0.25918111726148113,0.0027357005032988798,3,"{""beta"": 0.005, ""knn_k"": 24, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 2, ""tau_s"": 0.05}"
13,graph__k20__C28__L2,graph_core,0.9955987807694744,0.7364964695600009,0.0016072825862023818,0.25910231120947347,0.0027258892384841066,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 2, ""tau_s"": 0.05}"
14,graph__k16__C36__L2,graph_core,0.9955808206973511,0.7363224388543052,0.0018070710043177351,0.25925838184304595,0.0029773448789052713,3,"{""beta"": 0.005, ""knn_k"": 16, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 36, ""num_hops"": 2, ""tau_s"": 0.05}"
15,graph__k16__C28__L2,graph_core,0.995439919338133,0.7363085399987165,0.001704565040510442,0.25913137933941655,0.002777187070067543,3,"{""beta"": 0.005, ""knn_k"": 16, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 2, ""tau_s"": 0.05}"
16,graph__k24__C20__L2,graph_core,0.9954279870010163,0.7363198924039448,0.0015539891898685581,0.25910809459707157,0.0029350258256225655,3,"{""beta"": 0.005, ""knn_k"": 24, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 20, ""num_hops"": 2, ""tau_s"": 0.05}"
17,graph__k16__C20__L2,graph_core,0.9953763381298457,0.7363201553233981,0.00177902495040883,0.2590561828064476,0.0029933060939149043,3,"{""beta"": 0.005, ""knn_k"": 16, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 20, ""num_hops"": 2, ""tau_s"": 0.05}"
18,graph__k20__C20__L2,graph_core,0.9952713805854443,0.736191740393403,0.0019232648212252066,0.25907964019204127,0.0030385385746015624,3,"{""beta"": 0.005, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 20, ""num_hops"": 2, ""tau_s"": 0.05}"
19,score__lH0p5__b0p01,score_loss,0.9577947423859616,0.724762887244656,0.0021261118060745187,0.23303185514130567,0.002634962527021077,3,"{""beta"": 0.01, ""knn_k"": 20, ""lambda_E"": 0.1, ""lambda_H"": 0.5, ""lambda_bal"": 0.01, ""num_clusters"": 28, ""num_hops"": 1, ""tau_s"": 0.05}"
20,graph__k24__C36__L1,graph_core,0.9577556081816683,0.72426525008263,0.0018000019921427131,0.23349035809903826,0.0030746418200490577,3,"{""beta"": 0.005, ""knn_k"": 24, ""lambda_E"": 0.1, ""lambda_H"": 0.35, ""lambda_bal"": 0.01, ""num_clusters"": 36, ""num_hops"": 1, ""tau_s"": 0.05}"
